,content
767,"""Covid tác động đến cuộc sống chúng ta như thế nào"" & ""Sau dịch làm gì"" là chủ đề chính trong TalkZoom trưa nay. 12h30-13h30 on ID Zoom: 333-456-9999"
768,Hãng hàng không Lufthansa cắt giảm 10.000 việc làm vì COVID-19  https://goodstock.vn/hang-hang-khong-lufthansa-cat-giam-10-000-viec-lam-vi-covid-19/ … pic.twitter.com/F8rVvCvCk0
769,Người Việt ở Mỹ quyên góp giúp chống dịch Covid-19  https://www.voatiengviet.com/a/nguoi-viet-o-my-quyen-gop-giup-chong-dich-covid-19/5391252.html …
770,Thống đốc New York: Mỹ đã hành động quá muộn để kiểm soát Covid-19  https://ngon24h.wordpress.com/2020/04/25/thong-doc-new-york-my-da-hanh-dong-qua-muon-de-kiem-soat-covid-19/ … pic.twitter.com/YC8gTJ8JmA
771,"Hàng loạt doanh nghiệp vỡ nợ và đứng trước bờ vực phá sản, nhưng công ty này lại tìm thấy cơ hội ‘in tiền’ nhờ Covid-19 bùng phát  https://ngon24h.wordpress.com/2020/04/25/hang-loat-doanh-nghiep-vo-no-va-dung-truoc-bo-vuc-pha-san-nhung-cong-ty-nay-lai-tim-thay-co-hoi-in-tien-nho-covid-19-bung-phat/ … pic.twitter.com/KiJulArp8Q"
772,Họp mùa covid  pic.twitter.com/dgxLcrpTia
773,"Làm thế nào để tôi đăng ký chương trình hỗ trợ thế chấp, cho thuê DallasV COVID-19? Tôi có đủ điề...
 https://www.bdscuatui.com/lam-the-nao-de-toi-dang-ky-chuong-trinh-ho-tro-the-chap-cho-thue-dallasv-covid-19-toi-co-du-dieu-kien-khong-34885/?feed_id=21989&_unique_id=5ea3aa0d4a5d0 …"
774,Tổng bí thư: ‘Cuộc chiến chống Covid-19 còn tiếp diễn’  https://tinviet360.com/index.php/2020/04/25/tong-bi-thu-cuoc-chien-chong-covid-19-con-tiep-dien/ … pic.twitter.com/WwTMyuVpDQ
775,"Thầy mo Covid , phiên bản Corona và 99 Siêu Phi Thuyền  https://youtu.be/qLLtjAez27c  qua @YouTube"
776,Bí thư Nguyễn Thiện Nhân chỉ ra 3 nguy cơ lây nhiễm Covid-19 trong thời gian đến  https://goodstock.vn/bi-thu-nguyen-thien-nhan-chi-ra-3-nguy-co-lay-nhiem-covid-19-trong-thoi-gian-den/ … pic.twitter.com/nAGpMlcuRm
777,"𝑴𝒊𝒄𝒓𝒐 là một trong những thiết bị cơ bản, không thể thiếu trong bất cứ dàn karaoke nào từ gia đình cho đến kinh doanh chuyên nghiệp.
Tham khảo:  http://bit.ly/3eNZhO7 
Hotline: 1900 0255 |  http://chauaudio.com 
#micro #baochauaudio #Vietnam #Covid_19 pic.twitter.com/VA4qetsuVN"
778,"Giám đốc Sở Y tế Quảng Nam nói về việc mua máy xét nghiệm Covid-19 giá 7,2 tỷ  http://hoicodo.com/617981/giam-doc-so-y-te-quang-nam-noi-ve-viec-mua-may-xet-nghiem-covid-19-gia-72-ty/ … pic.twitter.com/cgT0CBH6Fw"
779,Các tiệm phở ở Little Saigon vẫn ráng mở cửa trong thời dịch COVID-19  https://www.nguoi-viet.com/little-saigon/littlesaigon-phong-su/cac-tiem-pho-o-little-saigon-van-rang-mo-cua-trong-thoi-dich-covid-19/ …
780,Tự giác đeo khẩu trang trong mùa COVID - CORONA cho trẻ  https://youtu.be/CzWZHYAxYVs  via @YouTube
781,Cuối tuần thời covid  pic.twitter.com/gMGyx0yh7G
782,Rà soát các dự án nhà ở hậu COVID-19  https://goodstock.vn/ra-soat-cac-du-an-nha-o-hau-covid-19/ …
783,Thằng chúa phán hay quá sao không phán cho con Covid nó toang để con chiên không còn lo sợ chết nữa.  pic.twitter.com/GnWFE4jDSE
784,"Dịch Covid-19 bùng phát, Trung Quốc phong tỏa thành phố hơn 10 triệu dân: Thành phố Cáp Nhĩ Tân với hơn 10 triệu...  http://goo.gl/iO981L "
785,"Mỹ : Thêm hơn 3.000 người chết trong một ngày vì Covid-19: Tính đến tối 23/04/2020, Mỹ sắp chạm ngưỡng 50.000...  http://goo.gl/iO981L "
786,COVID-19 thế giới ngày 25.4: Số người chết ở Mỹ lên tới hơn 52.000: Theo cập nhật của Worldometers lúc 6h sáng...  http://goo.gl/iO981L 
787,"Hơn 50.000 người chết, gần 1 triệu người mắc Covid-19 ở Mỹ:  http://VOV.VN  - Số người chết do Covid-19 ở Mỹ đã vượt quá...  http://goo.gl/iO981L "
788,"5 bệnh nhân Covid-19 dương tính trở lại sau khi được công bố khỏi bệnh: Sáng nay 25-4, Tiểu ban Điều trị Ban chỉ...  http://goo.gl/iO981L "
789,Việt Nam ghi nhận 2 ca bệnh COVID-19 mới sau 8 ngày bình yên: amp  http://goo.gl/iO981L 
790,"Thêm 2 ca dương tính với SARS-CoV-2, Việt Nam có tổng 270 ca mắc COVID-19 | VTV24: amp  http://goo.gl/iO981L "
791,"Dịch Covid-19, sếp tự giảm 50% lương hỗ trợ nhân viên  https://tinviet360.com/index.php/2020/04/25/dich-covid-19-sep-tu-giam-50-luong-ho-tro-nhan-vien/ … pic.twitter.com/C0UC3EsFOP"
792,Anh bắt đầu thử nghiệm lâm sàng huyết tương trong điều trị bệnh nhân COVID-19  https://gdvn.net/anh-bat-dau-thu-nghiem-lam-sang-huyet-tuong-trong-dieu-tri-benh-nhan-covid-19.html … pic.twitter.com/e1ojog0dvW
793,"Ìyáláyà ẹni tó bá mu #Dettol tí ẹ bá.
#Covid_19 #CovidNGR #StaySafe #StaySafeStayHome #CoronaVirusInNigeria #coronavirus"
794,"Không khí ô nhiễm tăng nguy tử vong vì Covid-19 
 https://moitruonghopnhat.com/khong-khi-o-nhiem-tang-nguy-tu-vong-vi-covid19-835.html …"
795,"Lỗ hổng chết người trong khu ổ chuột lớn nhất đất nước 1,3 tỷ dân: Cả triệu người sinh sống, nhưng chỉ vài trăm được xét nghiệm Covid-19  https://ngon24h.wordpress.com/2020/04/25/lo-hong-chet-nguoi-trong-khu-o-chuot-lon-nhat-dat-nuoc-13-ty-dan-ca-trieu-nguoi-sinh-song-nhung-chi-vai-tram-duoc-xet-nghiem-covid-19/ … pic.twitter.com/pCsdJscwtT"
796,"Vừa mở 10 kiosk bán đồ ăn thì dính Covid-19, nhà sáng lập vẫn đặt mục tiêu nhượng quyền 100 điểm tại Hà Nội trong 6 tháng  https://ngon24h.wordpress.com/2020/04/25/vua-mo-10-kiosk-ban-do-an-thi-dinh-covid-19-nha-sang-lap-van-dat-muc-tieu-nhuong-quyen-100-diem-tai-ha-noi-trong-6-thang/ … pic.twitter.com/CHOsljw9xx"
797,Tin tức dịch COVID-19 mới nhất ngày 25/4/2020 | Cập nhật dịch COVID-19  https://www.youtube.com/watch?v=UR9j1oukFLg … pic.twitter.com/ChMtO9OlwQ
798,"""📢 Sau thời gian tạm ngưng để thực hiện phòng chống dịch Covid - 19, Swiss-Belresort xin thông báo chính thức HOẠT ĐỘNG TRỞ LẠI .📢
🙆 Bạn còn chần chờ gì mà không book ngay một tấm vé tới Swiss-Belresort ngay nào.  pic.twitter.com/3AAj8qi5we"
799,"Làm thế nào để tôi đăng ký chương trình hỗ trợ thế chấp, cho thuê DallasV COVID-19? Tôi có đủ điề...
 https://www.bdscuatui.com/lam-the-nao-de-toi-dang-ky-chuong-trinh-ho-tro-the-chap-cho-thue-dallasv-covid-19-toi-co-du-dieu-kien-khong-34887/?feed_id=21992&_unique_id=5ea3a29608653 …"
800,"Tắm biển có sợ lây Covid-19?: Một số bãi biển trong nước không còn hạn chế khách, liệu đi…  https://goo.gl/fb/fb99NM "
801,"Covid-19: Phòng thí nghiệm P4 tại Vũ Hán, bài học lọc lừa  http://rfi.my/5n05.T  qua @RFI_Vi"
802,Trung Quốc khuấy Biển Đông giữa Covid-19: Hòng mong các nước phản ứng yếu  https://bit.ly/3cKrUK7 
803,Trung Quốc khuấy Biển Đông giữa Covid-19: Hòng mong các nước phản ứng yếu  https://bit.ly/3cKrUK7 
804,"Sáng 25/4, không có ca mắc mới COVID-19, có 5 ca dương tính trở lại #news  https://www.facebook.com/1846371785587753_2689498794608377 … Thêm 5 ca dương tính trở lại trong sáng 25/4!

Website tổng hợp tin tức nhanh & mới nhất"
805,"THÔNG BÁO CHÍNH SÁCH HỖ TRỢ KHÁCH HÀNG LIÊN QUAN TỚI CÁC CHUYẾN BAY CHỊU ẢNH HƯỞNG DO COVID-19

Để hỗ trợ khách hàng trên các chuyến bay ảnh hưởng do dịch Covid-19, Vietjet đã triển khai các phương án hỗ trợ khách…  https://www.instagram.com/p/B_YwogqJwC5/?igshid=treyroehy2ie …"
806,Bí thư Nguyễn Thiện Nhân chỉ rõ 3 nguy cơ lây nhiễm Covid-19 giai đoạn mới  http://hoicodo.com/617974/bi-thu-nguyen-thien-nhan-chi-ro-3-nguy-co-lay-nhiem-covid-19-giai-doan-moi/ … pic.twitter.com/XFtB3MzYdf
807,WHO: “Thảm kịch không thể tưởng tượng” vì COVID-19 đang diễn ra ở châu Âu  http://hoicodo.com/617972/who-tham-kich-khong-the-tuong-tuong-vi-covid-19-dang-dien-ra-o-chau-au/ … pic.twitter.com/jO2NMwSsWC
808,Cả nước đã có 5 bệnh nhân Covid-19 tái dương tính sau khi khỏi bệnh  https://goodstock.vn/ca-nuoc-da-co-5-benh-nhan-covid-19-tai-duong-tinh-sau-khi-khoi-benh/ … pic.twitter.com/rlvYpg8Vjr
809,"Chịu ảnh hưởng từ dịch Covid-19, người nông dân mong mỏi gói hỗ trợ…  https://nghenong.com/2020/04/391292/chiu-anh-huong-tu-dich-covid-19-nguoi-nong-dan-mong-moi-goi-ho-tro/ … pic.twitter.com/yR4QuWDAEo"
810,"Mỹ tịch thu hàng ngàn sản phẩm COVID-19 lừa đảo từ Nhật, Hồng Kông  https://www.nguoi-viet.com/hoa-ky/my-tich-thu-hang-ngan-san-pham-covid-19-lua-dao-tu-nhat-ohng-kong/ …"
811,Quán cơm tại Hà Nội lắp kính chắn giọt bắn chống dịch COVID-19 để đón khách: “Hành động đơn giản mà thiết thực”  https://ngon24h.wordpress.com/2020/04/25/quan-com-tai-ha-noi-lap-kinh-chan-giot-ban-chong-dich-covid-19-de-don-khach-hanh-dong-don-gian-ma-thiet-thuc/ … pic.twitter.com/JW5mauKfte
812,COVID-19: Các sản phẩm thủy sản tươi sống phục vụ cho nhà hàng sẽ giảm mạnh  https://nghenong.com/2020/04/391287/covid-19-cac-san-pham-thuy-san-tuoi-song-phuc-vu-cho-nha-hang-se-giam-manh/ … pic.twitter.com/GDAjEcCdAY
813,"lại thèm được bay , thèm mùa hè không có covid  https://youtu.be/iYlpj4c-xMA  qua @YouTube"
814,_Thời buổi dịch covid như thế này ở nhà bạn có tập TDTT không💪💪💪 Mình biết động tác …  https://ift.tt/352lCCU 
815," http://www.rfi.fr/vi/châu-á/20200422-trung-quốc-lợi-dụng-dịch-covid-để-bóp-nghẹt-phe-dân-chủ-hồng-kông?fbclid=IwAR31jRLkEKlNdMDu2pd13ir2YfnlNaXav3yA80WPYO6ARuUrHfnR71UDn0g&ref=fb …
Trung Quốc lợi dụng dịch Covid để “bóp nghẹt” phe dân chủ Hồng Kông  pic.twitter.com/CjWV2YpXQO"
816,FIFA công bố số tiền hỗ trợ các liên đoàn gặp khó khăn do COVID-19  http://hoicodo.com/617965/fifa-cong-bo-so-tien-ho-tro-cac-lien-doan-gap-kho-khan-do-covid-19/ … pic.twitter.com/kEtV6aOyjA
817,"5 ca dương tính #COVID_19 trở lại sau khi được công bố khỏi bệnh
#truongcaodangyduocpasteur
#caodangyduoctphcm https://caodangyduoctphcm.com.vn/5-ca-duong-tinh-covid-19-tro-lai-sau-khi-duoc-cong-bo-khoi-benh.html …"
818,Những WAGS xinh đẹp làm gì giữa mùa dịch COVID-19?  https://bongda.ws/nhung-wags-xinh-dep-lam-gi-giua-mua-dich-covid-19/ … pic.twitter.com/mXDMNWJ3al
819,I just published 6 bộ dàn karaoke gia đình giá rẻ quẩy tưng bừng trong mùa dịch COVID-19  https://link.medium.com/B3Bc4VcCX5 
820,Việt Nam ủng hộ quỹ ứng phó Covid-19 WHO | THDT #tinmoi https://www.youtube.com/watch?v=jVbwdESzqCk …
821,"Biển hoa nở rộ không một bóng khách tham quan #tinmoi  https://vnexpress.net/bien-hoa-no-ro-khong-mot-bong-khach-tham-quan-4089104.html … 
Tháng 4 là mùa hoa mắt xanh Nemophila, hoa tulip, thủy tiên... ở Hitachi Seaside, nhưng du khách chỉ được ngắm qua website, do công viên đóng cửa giữa Covid-19."
822,"Đại học Nam Cần Thơ ra mắt quỹ phòng, chống Covid-19 và thiên tai #tinmoi  https://vnexpress.net/dai-hoc-nam-can-tho-ra-mat-quy-phong-chong-covid-19-va-thien-tai-4088285.html … 
Trường Đại học Nam Cần Thơ vừa ra mắt quỹ phòng, chống Covid-19 và thiên tai tại đồng bằng sông Cửu Long với tổng số tiền ủng hộ hơn một tỷ đồng."
823,Xóm chạy thận lao đao trong mùa dịch COVID-19  http://hoicodo.com/617962/xom-chay-than-lao-dao-trong-mua-dich-covid-19/ … pic.twitter.com/yQvOqZ6515
824,I've just posted a new blog: Công nghệ trở thành “cứu cánh” cho tiếp thị bất động sản mùa Covid-19  https://ift.tt/2VA6vxn 
825,I've just posted a new blog: Thách thức với bất động sản bán lẻ khi Covid-19 được kiểm soát  https://ift.tt/3aCmsHQ 
826,Giao hàng thời Covid | Máy bẻ đai tự động HBD8 Hồng Hà tại Bắc Giang  https://youtu.be/oEd_ZJLttnI  via @YouTube
827,Ông trùm 70 tuổi điều hành chuỗi 500 khách sạn trên toàn thế giới: Covid-19 là thứ tồi tệ nhất tôi từng chứng kiến trong đời!  https://ngon24h.wordpress.com/2020/04/25/ong-trum-70-tuoi-dieu-hanh-chuoi-500-khach-san-tren-toan-the-gioi-covid-19-la-thu-toi-te-nhat-toi-tung-chung-kien-trong-doi/ … pic.twitter.com/dfrXRp7r5n
828,"Bộ Y tế công bố thêm 2 ca mắc #COVID_19 là du học sinh từ Nhật Bản trở về

#truongcaodangyduocpasteur
#caodangyduochanoi https://truongcaodangyduocpasteur.edu.vn/bo-y-te-cong-bo-them-2-ca-mac-covid-19-la-du-hoc-sinh-tu-nhat-ban-tro-ve.html …"
829,Giao hàng thời Covid | Cặp Máy trộn bê tông tự hành 12 bao động cơ 4 máy...  https://youtu.be/vEZIXlJJKEk  via @YouTube
830,E bé live mà ko có đeo khẩu trang hay sử dụng đồ bảo hộ đó b 😔 vs dịch covid bên thái vẫn rất nguy hiểm
831,BBC News Tiếng Việt - Năm quốc gia sẽ phục hồi nhanh nhất sau đại dịch Covid-19  https://www.bbc.com/vietnamese/vert-tra-52377031 …
832,KI NHỰA THANH LONG GIÁ RẺ MUA Ở ĐÂU Ở THỜI ĐIỂM DỊCH COVID-19  https://xenangvietnhat2020.amebaownd.com/posts/8142612  #amebaownd
833," https://news.vietpage.com/trung-quoc-can-tro-my-dieu-tra-ve-nguon-goc-cua-dai-dich-covid-19.bzn.html?fbclid=IwAR2BR4WXPVkVuH99GBSBe0fvl1JvR8dNSQmeuEol6T1xfF8jwboz2VMqfPg …
Trung Quốc Cản Trở Mỹ Điều Tra Về Nguồn Gốc Của Đại Dịch COVID-19Ngoại trưởng Mike Pompeo cho biết rằng những nhà khoa học của Mỹ đã không thể tới Trung Quốc để điều tra về nguồn gốc của virus corona vì bị chính phủ nước này  pic.twitter.com/60oLyEQ0MZ"
834,"Sẽ có 'làn sóng' bán tháo khách sạn sau COVID-19?
#khách032s7841n
 https://www.bdscuatui.com/se-co-lan-song-ban-thao-khach-san-sau-covid-19-34873/?feed_id=21971&_unique_id=5ea390459f4b5 …"
835,Việt Nam ủng hộ 50.000 USD cho Quỹ ứng phó với COVID-19 của WHO  http://thienhasu2018.com/2020/04/24/viet-nam-ung-ho-50-000-usd-cho-quy-ung-pho-voi-covid-19-cua-who/ … pic.twitter.com/k3PzUDO5De
836,Orange County cân nhắc nới lỏng phong tỏa COVID-19 vào Tháng Năm  https://www.nguoi-viet.com/little-saigon/orange-county-can-nhac-noi-long-phong-toa-covid-19-vao-thang-nam/ …
837,Báo Mỹ: Việt Nam tạo ra thành công bất ngờ trong chống dịch Covid-19  http://hoicodo.com/617957/bao-my-viet-nam-tao-ra-thanh-cong-bat-ngo-trong-chong-dich-covid-19/ … pic.twitter.com/IenZJB21tK
838,Thị trưởng Osaka của Nhật đề nghị đàn ông đi chợ để hạn chế lây lan COVID-19  https://www.nguoi-viet.com/the-gioi/thi-truong-o-nhat-de-nghi-dan-ong-di-cho-de-han-che-lay-lan-covid-19-vi-phu-nu-di-qua-lau/ …
839,Hơn 52.000 người chết vì COVID-19 tại Mỹ  http://hoicodo.com/617953/hon-52-000-nguoi-chet-vi-covid-19-tai-my/ … pic.twitter.com/OX1Q71Bkkw
840,"Posted to Hatena Blog
KI NHỰA ĐỰNG THANH LONG MUA Ở ĐÂU MÙA DỊCH COVID-19 ? - xenangvietnhatnhua’s diary  https://palletluoi.hatenablog.com/entry/2020/04/25/101056 … #はてなブログ"
841,Thị trưởng ở Nhật đề nghị đàn ông đi chợ để hạn chế lây lan COVID-19  https://www.nguoi-viet.com/the-gioi/thi-truong-o-nhat-de-nghi-dan-ong-di-cho-de-han-che-lay-lan-covid-19-vi-phu-nu-di-qua-lau/ …
842,Mỹ không dự buổi khởi động nghiên cứu chữa bệnh COVID-19 của WHO  https://www.nguoi-viet.com/covid-19/tg/hoa-ky-khong-du-buoi-khoi-dong-nghien-cuu-chua-covid/ …
843,"Hơn 2,8 triệu người mắc Covid-19, tăng tốc thử nghiệm thuốc và vắc xin #news  https://giaoducthoidai.vn/hon-28-trieu-nguoi-mac-covid-19-tang-toc-thu-nghiem-thuoc-va-vac-xin-20200425073532314.html …  GD&TĐ - Thế giới ngày qua (24/4) có thêm 104.266 ca mắc Covid-19, đưa tổng số ca mắc lên 2.827.435 ca. Số ca tử vong hiện là 196.956 người, gồm 6.039 ca mới."
844,"Hai tiểu bang Mỹ khởi sự ‘mở cửa,’ trong lúc số chết vì COVID-19 toàn quốc vượt quá 50,000  https://www.nguoi-viet.com/hoa-ky/so-tu-vong-do-covid-19-o-my-vuot-qua-50000-hai-tieu-bang-khoi-su-mo-cua/ …"
845,"Lắp đặt camera thân nhiệt thời COVID-19  https://www.longviettelecom.com.vn/news/tin-cong-nghe/lap-dat-camera-than-nhiet-thoi-covid-19-78.html …
#lapdatcamerathannhietthoicovid19 #camerathannhiet #covid19"
846,Mức thâm thủng ngân sách Mỹ năm 2020 lên tới $3.7 ngàn tỷ vì COVID-19  https://www.nguoi-viet.com/hoa-ky/muc-tham-thung-ngan-sach-my-nam-2020-len-toi-3-7-ngan-ty-do-covid-19/ …
847,"Người Việt ở Mỹ quyên góp giúp chống dịch Covid-19  https://www.voatiengviet.com/a/nguoi-viet-o-my-quyen-gop-giup-chong-dich-covid-19/5391252.html …
Bầu ơi thương lấy bí cùng tuy rằng khác giống nhưng chung một dan.
Uống nước nhớ nguồn, an trái nhớ kẻ trồng cây!
Tan than công Đức của CD Mỹ gốc Việt!!!"
848,5 bệnh nhân nhiễm COVID-19 khỏi bệnh nhưng dương tính trở lại với SARS-CoV-2-Sức khỏe ⭐_⭐_⭐ - Tại: Tạp Chí Sức Khỏe TopVn ✅✅ Xem Ngay  https://suckhoe.truongthinh.info/5-benh-nhan-nhiem-covid-19-khoi-benh-nhung-duong-tinh-tro-lai-voi-sars-cov-2-suc-khoe/ … #tapchisuckhoe #tapchisuckhoetopvn #websuckhoe
849,"Sáng 25/4, Việt Nam không có ca COVID-19 mới, 5 ca dương tính sau khi âm tính  http://thienhasu2018.com/2020/04/24/sang-25-4-viet-nam-khong-co-ca-covid-19-moi-5-ca-duong-tinh-sau-khi-am-tinh/ …"
850,Mức thâm thủng ngân sách Mỹ năm 2020 lên tới $3.7 ngàn tỷ do COVID-19  https://www.nguoi-viet.com/hoa-ky/muc-tham-thung-ngan-sach-my-nam-2020-len-toi-3-7-ngan-ty-do-covid-19/ …
851,Hàng triệu người Mỹ chưa nhận được tiền trợ cấp COVID-19 của chính phủ  https://www.nguoi-viet.com/hoa-ky/hang-trieu-nguoi-my-chua-nhan-duoc-tien-tro-cap-covid-19-cua-chinh-phu/ …
852,"Cạnh tranh Trung – Mỹ  bùng lên vì khủng hoảng Covid-19  http://rfi.my/5nSL.T  via @RFI_Vi
  Chúng tôi, nhân dân HK đồng tâm hiệp lực cùng TT Trump và Chánh phủ Mỹ nhất quyết đánh bài CSTQ bằng mọi giá, trên mọi lĩnh vực, mọi không gian và thời gian!!!"
853,Covid-19 giúp các thành phố trong lành hơn: Nhiều nơi trên thế giới bớt ô nhiễm vì vắng…  https://goo.gl/fb/ZwUSZw 
854,Cập nhật: Diễn biến mới nhất về dịch bệnh viêm đường hô hấp cấp Covid-19  http://tvel.vn/cap-nhat-dien-bien-moi-nhat-ve-dich-benh-viem-duong-ho-hap-cap-covid-19-4/ …
855,"Covid-19 làm NATO thức tỉnh trước mối đe dọa Trung Quốc ?  http://rfi.my/5nR8.T  via @RFI_Vi
Thật ra, Tây phương đã thấy, biết hậu quả này, nhưng họ không dám nói, nay có co-hội đại dịch china VIRUS tàn sát nhân loại, pha sap kt TG họ mới lên tiếng!!!"
856,Nghỉ học vì dịch COVID-19: Giáo viên mầm non đóng vai 'nghệ sỹ'  https://www.vietnamplus.vn/nghi-hoc-vi-dich-covid19-giao-vien-mam-non-dong-vai-nghe-sy/635843.vnp …
857,"5 triệu người lao động bị ảnh hưởng do dịch COVID-19  https://www.rfa.org/vietnamese/news/vietnamnews/5-million-laborers-effected-due-to-covid-19-04242020075149.html …
Việt Nam trong mùa đại dịch Vu Han/china VIRUS mất 5 triệu việc làm, Tàu Cộng 3 tháng đầu năm 2020 mất gần 500 triệu việc, trong số 800 triệu “Lao động!!!"
858,"Thêm 2 ca Covid-19, đều là du học sinh từ Nhật về:  https://nhipsonghomnay.vn/doi-song-xa-hoi/dan-sinh/them-2-ca-covid-19-deu-la-du-hoc-sinh-tu-nhat-ve.html#.XqN-ru6tBaU.twitter …"
859,"Hà Nội cấm triệt để vui chơi, tụ tập hơn 20 người, cách ly do covid-19  https://tinviet360.com/index.php/2020/04/25/ha-noi-cam-triet-de-vui-choi-tu-tap-hon-20-nguoi-cach-ly-do-covid-19/ … pic.twitter.com/LZMzawcXRW"
860,"Covid-19 giúp các thành phố trong lành hơn #tinmoi  https://vnexpress.net/covid-19-giup-cac-thanh-pho-trong-lanh-hon-4088916.html … 
Nhiều nơi trên thế giới bớt ô nhiễm vì vắng bóng người dân và khách du lịch, lưu lượng giao thông giảm, nhiều nhà máy đóng cửa."
861,5 bệnh nhân COVID-19 dương tính trở lại sau khi công bố khỏi bệnh  https://goodstock.vn/5-benh-nhan-covid-19-duong-tinh-tro-lai-sau-khi-cong-bo-khoi-benh/ … pic.twitter.com/xZtndr7PWw
862,"Covid-19: Không thêm ca nhiễm mới, 5 ca tái dương tính #tinmoi  https://vnexpress.net/covid-19-khong-them-ca-nhiem-moi-5-ca-tai-duong-tinh-4071803.html … 
Sáng nay không ghi nhận ca nhiễm mới, tổng cộng 5 ca dương tính trở lại sau công bố khỏi bệnh. Số bệnh nhân 45."
863,"Hơn 50.000 người chết, gần 1 triệu người mắc Covid-19 ở Mỹ  http://hoicodo.com/617939/hon-50-000-nguoi-chet-gan-1-trieu-nguoi-mac-covid-19-o-my/ … pic.twitter.com/IALmFIoLAZ"
864,Đào Tạo Seo FOOGLESEO - Khóa Học Seo RYS 2020: Instagram Playbook: Using Stories in the Age of COVID-19 via @MattGSouthern  https://daotaoseofoogleseo.blogspot.com/2020/04/instagram-playbook-using-stories-in-age.html … #daotaoseofoogleseo #khoahocseorys
865,"TP.HCM chỉ ngưng xét nghiệm COVID-19 với khách nội địa, khách quốc tế vẫn xét nghiệm  https://tinviet360.com/index.php/2020/04/25/tp-hcm-chi-ngung-xet-nghiem-covid-19-voi-khach-noi-dia-khach-quoc-te-van-xet-nghiem/ … pic.twitter.com/VZmSfe2wrk"
866,Covid-19 giúp các thành phố ô nhiễm trong lành hơn: Nhiều nơi trên thế giới bớt ô nhiễm vì…  https://goo.gl/fb/TxMK1r 
867,"🔖 Sáng 25/4, không có ca mắc mới COVID-19, có 5 ca ""tái dương"" sau khi âm tính.
💠 Bản tin lúc 6h00 ngày 25/4 của Ban Chỉ đạo Quốc gia Phòng chống dịch COVID-19 cho biết, không có ca mắc mới COVID-19. Như vậy, số ca mắc hiện vẫn là…  https://thanhphohaiphong.gov.vn/sang-25-4-khong-co-ca-mac-moi-covid-19-co-5-ca-tai-duong-sau-khi-am-tinh.html … pic.twitter.com/wr2nVnpC8h"
868,"Chưa ghi nhận ca mới, 5 bệnh nhân COVID-19 dương tính trở lại  http://hoicodo.com/617936/chua-ghi-nhan-ca-moi-5-benh-nhan-covid-19-duong-tinh-tro-lai/ … pic.twitter.com/7TzzMf2Puv"
869,Nghi vấn CDC Quảng Nam mua máy xét nghiệm COVID-19 giá ‘trên trời’  http://thienhasu2018.com/2020/04/24/nghi-van-cdc-quang-nam-mua-may-xet-nghiem-covid-19-gia-tren-troi/ … pic.twitter.com/7Sa3aCIXH3
870,"Sẽ có 'làn sóng' bán tháo khách sạn sau COVID-19?
#khách032s7841n
 https://www.bdscuatui.com/se-co-lan-song-ban-thao-khach-san-sau-covid-19-34863/?feed_id=21956&_unique_id=5ea377f589603 …"
871,"Sáng 25/4 chưa có thêm ca mắc mới, 5 bệnh nhân dương tính trở lại #tinmoi  https://www.facebook.com/834847593248254_3094149277318063 … Thông tin mới nhận được từ Bộ Y tế

Bộ Y tế thông báo Việt Nam chưa có ca mắc Covid-19 mới. Sau hơn một tuần không xuất hiện ca bệnh mới, Việt Nam [...]"
872,Quảng Ninh: Cảm động việc hỗ trợ nông dân vượt qua dịch COVID-19  https://nghenong.com/2020/04/391273/quang-ninh-cam-dong-viec-ho-tro-nong-dan-vuot-qua-dich-covid-19/ … pic.twitter.com/VRwrSjGbZY
873,"Đối phó dịch Covid-19, Mỹ đẩy nhanh gói hỗ trợ hơn 1.000 tỷ USD
 https://baoquocte.vn/doi-pho-dich-covid-19-my-day-nhanh-goi-ho-tro-hon-1000-ty-usd-112057.html …"
874,Báo Mỹ cảnh báo thách thức với Việt Nam trong việc hồi phục kinh tế hậu Covid-19  https://goodstock.vn/bao-my-canh-bao-thach-thuc-voi-viet-nam-trong-viec-hoi-phuc-kinh-te-hau-covid-19/ … pic.twitter.com/Uotdjk4f7n
875,"Xếp 5 khách một bàn ăn để cứu ngành nhà hàng tiệc cưới' #tinmoi  https://vnexpress.net/xep-5-khach-mot-ban-an-de-cuu-nganh-nha-hang-tiec-cuoi-4089887.html … 
Sử dụng 50% công suất sảnh tiệc, bắt buộc khách tuân thủ giãn cách 2m để tổ chức tiệc cưới an toàn trong Covid-19."
876,"Bản đồ BBC cập nhật số liệu ca nhiễm, tử vong toàn cầu do Covid-19  https://bbc.in/3bDcw2e "
877,🍺 xô covid!
878,Bệnh nhân mắc COVID-19 ở Đồng Nai xuất viện  https://tinviet360.com/index.php/2020/04/25/benh-nhan-mac-covid-19-o-dong-nai-xuat-vien/ … pic.twitter.com/QOJskpDnmm
879,"Trong mùa dịch Covid-19, các gia đình hãy bổ sung 10 thực phẩm này vào bữa cơm để bảo vệ hệ tiêu hóa, giảm thiểu nguy cơ mắc bệnh  https://goodstock.vn/trong-mua-dich-covid-19-cac-gia-dinh-hay-bo-sung-10-thuc-pham-nay-vao-bua-com-de-bao-ve-he-tieu-hoa-giam-thieu-nguy-co-mac-benh/ … pic.twitter.com/01Z3crqjBM"
