,content
788,FDA khuyến cáo không dùng thuốc chữa sốt rét trong điều trị Covid-19  https://tinhangngay.vn/fda-khuyen-cao-khong-dung-thuoc-chua-sot-ret-trong-dieu-tri-covid-19/ …
789,CT Hạ Viện Pelosi: ‘Các tiểu bang và địa phương cần $1 ngàn tỷ đối phó COVID-19’  https://www.nguoi-viet.com/hoa-ky/ct-ha-vien-pelosi-cac-tieu-bang-chinh-quyen-dia-phuong-can-1-ngan-ty-doi-pho-covid-19/ …
790,Nỗi niềm hậu Covid  https://vietnamhoinhap.vn/article/noi-niem-hau-covid---n-30402 … #VNHN
791,"“Chúng tôi kín sạch chỗ rồi”: Thi thể nạn nhân Covid-19 đang phân hủy chất chồng tại New York, hỏa táng hay chôn cất đều không thể kịp  https://ngon24h.wordpress.com/2020/05/01/chung-toi-kin-sach-cho-roi-thi-the-nan-nhan-covid-19-dang-phan-huy-chat-chong-tai-new-york-hoa-tang-hay-chon-cat-deu-khong-the-kip/ … pic.twitter.com/DphcOtdQx7"
792,Đại dịch COVID-19 khiến sự suy giảm tự do báo chí trầm trọng thêm  https://www.rfa.org/vietnamese/news/vietnamnews/covid-19-pandemic-has-exacerbated-decline-in-press-freedom-05012020100404.html … 翻訳→  http://afnj.org/nt/407368/  #ベトナム #ニュース
793,Lý giải nguyên nhân nhiều người tái nhiễm COVID-19  https://tinhangngay.vn/ly-giai-nguyen-nhan-nhieu-nguoi-tai-nhiem-covid-19/ … pic.twitter.com/ybg2RmvLDh
794,Việt Nam có 249 ca mắc COVID- 19 | Ca 247 lây nhiễm trong cộng đồng | VTV24  https://opentro.com/viet-nam-co-249-ca-mac-covid-19-ca-247-lay-nhiem-trong-cong-dong-vtv24/ … pic.twitter.com/ef8XA9SApL
795,"Đến sáng 1/5, Việt Nam có 15 ngày không ghi nhận ca mắc mới COVID-19 trong cộng đồng  https://tinviet360.com/index.php/2020/05/02/den-sang-1-5-viet-nam-co-15-ngay-khong-ghi-nhan-ca-mac-moi-covid-19-trong-cong-dong/ … pic.twitter.com/fuTqqu0m5L"
796,Ban Chỉ đạo đề nghị thực hiện tốt thông điệp 5 điểm để phòng chống Covid-19  https://tinhangngay.vn/ban-chi-dao-de-nghi-thuc-hien-tot-thong-diep-5-diem-de-phong-chong-covid-19/ … pic.twitter.com/WrX8Eroawk
797,"Do COVID-19, ngày đáo hạn cho Thống Kê Dân Số năm 2020 đã được gia hạn. Xin vui lòng xem hình đính kèm. Bạn có thể tham gia trực tuyến tại đây (có sẵn nhiều ngôn ngữ khác nhau):  https://my2020civersity.gov  #Census2020 pic.twitter.com/PZW4sjYsMp"
798,FDA chuẩn thuận khẩn cấp thuốc Remdesivir trị COVID-19  https://www.nguoi-viet.com/hoa-ky/lan-dau-tien-fda-chuan-thuan-thuoc-tri-covid-19/ …
799,TT Trump dọa áp thuế quan mới trả đũa Trung Quốc về dịch COVID-19  https://www.voatiengviet.com/a/tt-trump-doa-ap-thue-quan-moi-tra-dua-tq-ve-dich-covid19/5401161.html …
800,FDA chuẩn thuận khẩn cấp thuốc trị COVID-19 lần đầu tiên  https://www.nguoi-viet.com/hoa-ky/lan-dau-tien-fda-chuan-thuan-thuoc-tri-covid-19/ …
801,Trung Quốc không mời WHO tham dự cuộc điều tra về nguồn gốc COVID-19  https://www.nguoi-viet.com/the-gioi/trung-quoc-khong-moi-who-tham-du-cuoc-dieu-tra-ve-nguon-goc-covid-19/ …
802,"Dịch Covid-19, Đèo Cả chấp nhận lỗ để chia sẻ với người lao động  https://tinhangngay.vn/dich-covid-19-deo-ca-chap-nhan-lo-de-chia-se-voi-nguoi-lao-dong/ … pic.twitter.com/Od0oxapLvj"
803,Xử lý quán game online không chấp hành phòng chống dịch Covid-19  https://tinhangngay.vn/xu-ly-quan-game-online-khong-chap-hanh-phong-chong-dich-covid-19/ … pic.twitter.com/uEqEvlwOxE
804,Việt Nam khống chế dịch COVID-19 nhờ sự vào cuộc quyết liệt của Chính …  https://www.rfa.org/vietnamese/news/vietnamnews/vietnam-controls-covid-19-because-taking-soon-drastic-action-from-government-05012020075203.html … 翻訳→  http://afnj.org/nt/407374/  #ベトナム #ニュース
805,Thêm 5 bệnh nhân được công bố khỏi bệnh COVID-19  https://tinhangngay.vn/them-5-benh-nhan-duoc-cong-bo-khoi-benh-covid-19/ … pic.twitter.com/UgjPYGIN03
806,Tổng Cục Du Lịch CSVN ra luật ‘bịt miệng du khách’ về dịch COVID-19  https://www.nguoi-viet.com/viet-nam/tong-cuc-du-lich-csvn-ra-luat-bit-mieng-du-khach-ve-dich-covid-19/ …
807,"Các khu du lịch ở An Giang đảm bảo thực hiện các biện pháp phòng, chống dịch Covid-19 trong dịp lễ 30-4 và 1-5  https://tinhangngay.vn/cac-khu-du-lich-o-an-giang-dam-bao-thuc-hien-cac-bien-phap-phong-chong-dich-covid-19-trong-dip-le-30-4-va-1-5/ … pic.twitter.com/yTrLwwBl1y"
808,Covid-19 – Kẻ Thù Vô Hình | Bản tin tổng hợp toàn cảnh về đại dịch bệnh corona trên thế giới  https://opentro.com/covid-19-ke-thu-vo-hinh-ban-tin-tong-hop-toan-canh-ve-dai-dich-benh-corona-tren-the-gioi/ … pic.twitter.com/MlESuXOYfu
809,Tin tức dịch bệnh corona ( Covid-19 ) sáng 20/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://covid19globalcases.com/tin-tuc-dich-benh-corona-covid-19-sang-20-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/PSfrcc82pR
810,CĐNVQG Houston Tưởng niện ngày Quốc hận trong khuông khổ mùa dịch COVID 19  https://youtu.be/SEs1SiTY9lE  via @YouTube
811,Tiếp tục triển khai tiêm chủng mở rộng an toàn trong mùa dịch COVID-19  https://tinquangbinh.com/2020/05/980951/tiep-tuc-trien-khai-tiem-chung-mo-rong-an-toan-trong-mua-dich-covid-19/ … pic.twitter.com/4f5hmSSLS0
812,Vâng em ngu muội nói như anh thì bao nhiêu người việt cũng ngu muội sống cảm thấy bằng lòng với chế độ bây h là được tôn thờ tư sản lên đu nhìn xem mĩ và châu âu đang khổ cực như nào vì covid bùng phát
813,Việt Nam điều trị khỏi thêm 13 ca mắc COVID-19 | Quyết tâm để không có đến 1.000 ca nhiễm COVID-19  https://opentro.com/viet-nam-dieu-tri-khoi-them-13-ca-mac-covid-19-quyet-tam-de-khong-co-den-1-000-ca-nhiem-covid-19/ … pic.twitter.com/kq8xTx14at
814,Sớm tìm câu trả lời khoa học về việc bệnh nhân Covid-19 tái dương tính  https://tinhangngay.vn/som-tim-cau-tra-loi-khoa-hoc-ve-viec-benh-nhan-covid-19-tai-duong-tinh/ … pic.twitter.com/bDxLMwz3pk
815,Hàng ngàn nhân viên xưởng thịt bị nhiễm COVID-19  https://www.nguoi-viet.com/hoa-ky/hang-ngan-nhan-vien-xuong-thit-bi-nhiem-covid-19/ …
816,Tin mới sức khoẻ 3 bệnh nhân Covid-19 nặng nhất Việt Nam  https://tinviet360.com/index.php/2020/05/02/tin-moi-suc-khoe-3-benh-nhan-covid-19-nang-nhat-viet-nam/ … pic.twitter.com/Y2wqIBNdM2
817,Mỹ: Hàng triệu bom bia không biết đổ bỏ đi đâu vì COVID-19  https://tinhangngay.vn/my-hang-trieu-bom-bia-khong-biet-do-bo-di-dau-vi-covid-19/ … pic.twitter.com/WK7JEyL5Ko
818,"🔥An Ninh Lương Thực: Trận Chiến Mới Của Châu Á Hậu Covid-19
👉 https://diemdaochieu.com/an-ninh-luong-thuc-tran-chien-moi-cua-chau-a-hau-covid-19/ …
#Điemdaochieu #Dautuchungkhoan #Chứngkhoán #Taichinhchungkhoan #Chungkhoanchonguoimoibatdau #Corona #Giaxanghiennay #Fed #giamlaisuat #anninhluongthuc"
819,Hàn Quốc lên phương án giới hạn tiếp xúc lâu dài phòng Covid-19 ra sao?  https://tinhangngay.vn/han-quoc-len-phuong-an-gioi-han-tiep-xuc-lau-dai-phong-covid-19-ra-sao/ … pic.twitter.com/b9qcX0UIbv
820,"🔴 LIVE IN YOUTUBE: Tin tức trực tiếp buổi sáng ở mỹ 01-05-2020
Nhấn vào đây để xem:  https://www.youtube.com/watch?v=mYaZsWxXmMY …
HOA KỲ COVID-19 35 TIỂU-BANG SẼ GIẢM BỚT CÁC HẠN CHẾ VÀO THỨ SÁU

#tintuc #UNV #UNVtinhbuoisang #coronavirususa #CoronavirusOutbreak #CoronaVirusUpdates pic.twitter.com/7IjGuD50vm"
821,"Số ca nhiễm COVID-19 tăng lên ở Texas, ngay trước khi khởi sự mở cửa  https://www.nguoi-viet.com/hoa-ky/so-ca-nhiem-covid-19-tang-len-o-texas-ngay-truoc-khi-khoi-su-mo-cua/ …"
822,Việt Nam chuẩn bị áp dụng thêm phương pháp điều trị Covid-19 mới  https://tinhangngay.vn/viet-nam-chuan-bi-ap-dung-them-phuong-phap-dieu-tri-covid-19-moi/ … pic.twitter.com/sIqQwz0DZh
823,"Nhật Bản: Hàng trăm bác sĩ mắc Covid-19, hệ thống y tế sụp đổ?  https://tinhangngay.vn/nhat-ban-hang-tram-bac-si-mac-covid-19-he-thong-y-te-sup-do/ … pic.twitter.com/wPGndjYMI7"
824,"Bệnh nhân COVID-19 dương tính sau khi ra viện: cách ly, điều trị như ca mới  https://tinviet360.com/index.php/2020/05/02/benh-nhan-covid-19-duong-tinh-sau-khi-ra-vien-cach-ly-dieu-tri-nhu-ca-moi/ … pic.twitter.com/ATMpGroP2l"
825,Tổng Cục Du Lịch CSVN ra luật ‘bịt miệng du khách’ về dịch COVID-19  https://www.nguoi-viet.com/viet-nam/tong-cuc-du-lich-csvn-ra-luat-bit-mieng-du-khach-ve-dich-covid-19/ …
826,Thành phố Hồ Chí Minh sẵn sàng ứng phó với 3 nguy cơ trong giai đoạn chống dịch Covid-19 mới  https://tinhangngay.vn/thanh-pho-ho-chi-minh-san-sang-ung-pho-voi-3-nguy-co-trong-giai-doan-chong-dich-covid-19-moi/ … pic.twitter.com/kJ9KcyO3A5
827,"6 quái xế lãnh án vì bốc đầu xe, hú hét giữa dịch COVID-19  https://tinhangngay.vn/6-quai-xe-lanh-an-vi-boc-dau-xe-hu-het-giua-dich-covid-19/ … pic.twitter.com/dj43u6bShD"
828,Bộ ảnh cưới mùa Covid-19 đầy thú vị với thông điệp ‘Cưới tiết kệm để hạnh phúc hơn’  https://tinhangngay.vn/bo-anh-cuoi-mua-covid-19-day-thu-vi-voi-thong-diep-cuoi-tiet-kem-de-hanh-phuc-hon/ … pic.twitter.com/0BzhH17aWC
829,Bộ Công Thương cảnh báo bẫy cho vay trực tuyến bùng phát trong mùa dịch Covid-19  https://tinhangngay.vn/bo-cong-thuong-canh-bao-bay-cho-vay-truc-tuyen-bung-phat-trong-mua-dich-covid-19/ … pic.twitter.com/rudCJg5VYg
830,Bóng đá Italia và 12 điều có thể xảy ra nếu COVID-19 không tồn tại  https://bongda.ws/bong-da-italia-va-12-dieu-co-the-xay-ra-neu-covid-19-khong-ton-tai/ … pic.twitter.com/tWLCo76B6t
831,"Số người chết vì COVID-19 ở Mỹ: Dự đoán gấp hàng chục lần khủng bố 11/9, Thế chiến thứ 1, cúm H1N1  https://opentro.com/so-nguoi-chet-vi-covid-19-o-my-du-doan-gap-hang-chuc-lan-khung-bo-11-9-the-chien-thu-1-cum-h1n1/ …"
832,Nghỉ lễ 30/4-1/5 trong dịch COVID -19: Nhiều gia đình chọn ‘du hí’ tại nhà  https://tinhangngay.vn/nghi-le-30-4-1-5-trong-dich-covid-19-nhieu-gia-dinh-chon-du-hi-tai-nha/ … pic.twitter.com/Pe9N1oLJ0P
833,"Lễ hội hoa tulip nổi tiếng thế giới ở công viên Keukenhof (Hà Lan) năm nay phải đóng cửa vì dịch COVID-19, cả thiên đường hoa vắng bóng người. #vietnam https://www.youtube.com/watch?v=PiPEh1QRZhI …"
834,Báo Mỹ: Việt Nam là điểm sáng trong cuộc chiến chống đại dịch Covid-19  https://tinhangngay.vn/bao-my-viet-nam-la-diem-sang-trong-cuoc-chien-chong-dai-dich-covid-19/ … pic.twitter.com/ruQXWMzcJl
835,Hai bệnh nhân Covid-19 Ninh Bình âm tính nhiều lần #news https://vnexpress.net/hai-benh-nhan-covid-19-ninh-binh-am-tinh-nhieu-lan-4092859.html …
836,Covid-19: ‘‘Liên Hiệp Quốc là hiện thân cho sự rối loạn của thế giới’’  http://rfi.my/5pap.T  qua @RFI_Vi
837,"Sau khi chữa khỏi Covid-19, Tiên Nguyễn cùng bố và anh trai ủng hộ hơn 750 nghìn khẩu trang, 16 nghìn đồ bảo hộ  https://tinhangngay.vn/sau-khi-chua-khoi-covid-19-tien-nguyen-cung-bo-va-anh-trai-ung-ho-hon-750-nghin-khau-trang-16-nghin-do-bao-ho/ … pic.twitter.com/3AIRT6YdqT"
838,Thủ tướng Thái Lan cảnh báo về nguy cơ dịch Covid-19 bùng phát trở lại  https://tinhangngay.vn/thu-tuong-thai-lan-canh-bao-ve-nguy-co-dich-covid-19-bung-phat-tro-lai/ … pic.twitter.com/xqqKMhIIpa
839,"Bầu cử tổng thống ở Ba Lan không bị đe dọa. Trái với báo cáo của các đảng chính trị đối lập, không có lý do gì để hoãn cuộc bầu cử. Người dân đã sẵn sàng cho cuộc bầu cử bất chấp đại dịch COVID-19"
840,"Bill Gates: ‘Vắc xin COVID-19 có thể có trong 9 tháng tới, chỉ cần hiệu quả 70% là đủ’  https://tinhangngay.vn/bill-gates-vac-xin-covid-19-co-the-co-trong-9-thang-toi-chi-can-hieu-qua-70-la-du/ … pic.twitter.com/FdWkjmhUKk"
841,Bóng đá Italia và 12 điều có thể xảy ra nếu COVID-19 không tồn tại  http://soikeo.tv/bong-da-italia-va-12-dieu-co-the-xay-ra-neu-covid-19-khong-ton-tai/ … pic.twitter.com/svj1DlkWHC
842,"Hết cách ly Covid đi xe có Bảo hiểm MIC
Mua ngay ở:
 http://congtybaohiem24h.com  pic.twitter.com/05CRbC0IGH"
843,Covid-19: Pháp sắp dỡ phong tỏa  https://bit.ly/2Ssa3jk 
844,Covid-19 ngày 1/5: Hồ Bắc hạ mức phản ứng khẩn cấp về Covid-19  https://bit.ly/3bPVFJv 
845,Covid-19: Thủ tướng Australia nói nCoV không đến từ phòng thí nghiệm Trung Quốc  https://bit.ly/35uaEGM 
846,"ಭಾರತದಲ್ಲಿ Covid-19
01 ಮೇ 2020 - ವರದಿ
For live updates visit👉
 https://varadigara.com/covid-19-india-tracker …
#CoronavirusOutbreak #StayHome #StaySafe pic.twitter.com/WCvZiHlzk1"
847,Cầu thủ Barca muốn đá lại bất chấp Covid-19 - VnExpress Thể thao  https://bit.ly/2y7glhG 
848,"Cứ 5 người lao động ở California, 1 người mất việc do COVID-19  https://www.nguoi-viet.com/little-saigon/cu-5-nguoi-lao-dong-o-california-1-nguoi-mat-viec-do-covid-19/ …"
849,Xét nghiệm liên tục 30 ngày với bệnh nhân khỏi Covid-19 - VnExpress Sức khỏe  https://bit.ly/3bUBdaz 
850,Cách kích hoạt điều khoản 'bất khả kháng' trong hợp đồng với Covid-19 - VnExpress Kinh doanh  https://bit.ly/2KQchox 
851,Tin tức Corona: 12 yêu cầu chống dịch COVID-19 từ 28/03 mà người dân TPHCM cần biết để tránh bị phạt  https://opentro.com/tin-tuc-corona-12-yeu-cau-chong-dich-covid-19-tu-28-03-ma-nguoi-dan-tphcm-can-biet-de-tranh-bi-phat/ …
852,Covid-19 thay đổi cách chúng ta làm việc như thế nào - VnExpress Kinh doanh  https://bit.ly/3b050xj 
853,Covid-19: WHO muốn cùng Trung Quốc điều tra nguồn gốc nCoV  https://bit.ly/3c0CTzm 
854,Thử thuốc điều trị huyết áp trên người mắc Covid-19 - VnExpress Sức khỏe  https://bit.ly/2VRbsCa 
855,Covid-19 ngày 1/5: Nhật Bản sắp gia hạn tình trạng khẩn cấp do Covid-19  https://bit.ly/2VTWg7q 
856,Hy Lạp - điểm sáng hiếm giữa Covid-19 châu Âu - VnExpress  https://bit.ly/3bVJ3AG 
857,Covid-19: Đại dịch Covid-19 có thể kéo dài hai năm  https://bit.ly/3aUDwsT 
858,"@third_n đã tweet lại, vậy là có ý gì đây...? 🤔 Kinh doanh chống đói mùa Covid chăng 😂

What does Third mean when he reposted this? 🤔 A business plan during Covid period? 😂
#ThirdLapat #TRINITY_TNT #munchiesthailand #ThirdVNFC https://twitter.com/munchies_th/status/1256260439333371904 …"
859,Thái Lan ghi nhận số ca mắc COVID-19 mới tăng trở lại  https://tinhangngay.vn/thai-lan-ghi-nhan-so-ca-mac-covid-19-moi-tang-tro-lai/ … pic.twitter.com/tfN2ap61zc
860,Thêm nhiều máy ‘ATM gạo’ giúp người nghèo các tỉnh vượt dịch COVID-19  https://tinhangngay.vn/them-nhieu-may-atm-gao-giup-nguoi-ngheo-cac-tinh-vuot-dich-covid-19/ … pic.twitter.com/tDwa4nBVWO
861,Thị trường điện thoại thông minh tụt dốc không phanh vì dịch Covid-19  https://tinhangngay.vn/thi-truong-dien-thoai-thong-minh-tut-doc-khong-phanh-vi-dich-covid-19/ … pic.twitter.com/CePatxbO24
862,Nước Mỹ trước thời điểm quyết định của dịch COVID-19 | VTV24  https://opentro.com/nuoc-my-truoc-thoi-diem-quyet-dinh-cua-dich-covid-19-vtv24/ … pic.twitter.com/C305rTGZYe
863,"Tính đến 6 giờ sáng 1/5, Việt Nam tiếp tục không ghi nhận ca mắc mới COVID-19, giữ nguyên tổng số 270 ca mắc, đã 15 ngày không có ca mắc mới trong cộng đồng. #vietnam https://www.youtube.com/watch?v=zS9en18eoe8 …"
864,Hậu Covid-19: Việt Nam có thể làm thế giới ‘kinh ngạc’?  https://bbc.in/2KNTEl1 
865,Bảy chiến lược công nghệ Trung Quốc dùng để khống chế COVID-19  https://ngon24h.wordpress.com/2020/05/01/bay-chien-luoc-cong-nghe-trung-quoc-dung-de-khong-che-covid-19/ … pic.twitter.com/aVYJ7N8WoM
866,"Công viên Keukenhof ở Hà Lan thường tổ chức lễ hội hoa tulip nổi tiếng thế giới vào mỗi mùa xuân, nhưng năm nay phải đóng cửa vì dịch Covid-19. #vietnam https://www.youtube.com/watch?v=Q0s5q99MIX8 …"
867,Tin tức dịch bệnh corona ( Covid-19 ) chiều 5/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán World status -  https://is.gd/TpC3wP 
868,Phi công người Anh mắc Covid-19 tiên lượng còn nặng  https://tinhangngay.vn/phi-cong-nguoi-anh-mac-covid-19-tien-luong-con-nang/ … pic.twitter.com/54aNFp3jX5
869,Thị trường điện thoại thông minh quý 1 sụt giảm kỷ lục vì COVID-19  https://tinhangngay.vn/thi-truong-dien-thoai-thong-minh-quy-1-sut-giam-ky-luc-vi-covid-19/ …
870,Tại sao chúng ta vẫn cần luôn đề cao cảnh giác chống giặc dịch Covid-19?  https://bangtin.vn/tai-sao-chung-ta-van-phai-de-cao-canh-giac-chong-giac-dich-covid-19/ …
871,TÌNH HÌNH THẾ GIỚI 2/5- TIA SÁNG MÀU HÔNG TRONG THỜI COVID -19  https://youtu.be/IrjjxmXURiA  qua @YouTube
872,Không có bằng chứng người khỏi bệnh COVID-19 không tái nhiễm | VTV24  https://opentro.com/khong-co-bang-chung-nguoi-kho%cc%89i-be%cc%a3nh-covid-19-khong-tai-nhie%cc%83m-vtv24/ … pic.twitter.com/1mdppWSSEt
873,Dịch COVID-19 tối 1/5: Đã có kết quả xét nghiệm 92 người ở chung cư có bệnh nhân tái nhiễm  https://ift.tt/3aW6Grw  pic.twitter.com/CLmFCxFGSB
874,Kinh tế Việt Nam 4 tháng năm 2020: Ảnh hưởng mạnh bởi dịch Covid-19 - CafeLand  https://cafeland.vn/tin-tuc/kinh-te-viet-nam-4-thang-nam-2020-anh-huong-manh-boi-dich-covid-19-87023.html … qua @GoogleNews
875,Mỹ tăng tốc phát triển vaccine Covid-19  http://dlvr.it/RVqgkm  pic.twitter.com/kjYOpHgpF0
876,Những người hùng thầm lặng 28 ngày đêm dập ổ dịch Covid-19 lớn nhất Sài Gòn  https://tinviet360.com/index.php/2020/05/01/nhung-nguoi-hung-tham-lang-28-ngay-dem-dap-o-dich-covid-19-lon-nhat-sai-gon/ … pic.twitter.com/cm9Wn5m3Pv
877,"Cập nhật COVID-19 chiều 1/5: Việt Nam không có ca nhiễm mới, toàn cầu vượt 3,3 triệu ca: (VOH) - Việt Nam không ghi nhận ca nhiễm mới tính đến chiều 1/5. Trung Quốc ra khỏi nhóm 10 nước có số ca bệnh COVID-19 cao nhất thế giới.  https://voh.com.vn/suc-khoe/cap-nhat-covid-19-chieu-1-5-viet-nam-khong-co-ca-nhiem-moi-toan-cau-vuot-3-3-trieu-ca-362665.html?utm_source=dlvr.it&utm_medium=twitter …"
878,Các CLB Hà Lan thiệt hại 400 triệu euro vì dịch COVID-19  https://tinhangngay.vn/cac-clb-ha-lan-thiet-hai-400-trieu-euro-vi-dich-covid-19/ … pic.twitter.com/7ZJqXBkzT4
879,Covid-19 : Biến chứng mới gây viêm cơ tim nơi trẻ em ?  https://youtu.be/Mhua0-2Fk0w  via @YouTube
880,Mỹ sẽ có hàng trăm triệu liều vaccine ngừa Covid-19 vào tháng 1/2021? - Soha  https://soha.vn/my-se-co-hang-tram-trieu-lieu-vaccine-ngua-covid-19-vao-thang-1-2021-20200501102121431.htm … qua @GoogleNews
881,Tin tức dịch bệnh corona ( Covid-19 ) sáng 9/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://covid19globalcases.com/tin-tuc-dich-benh-corona-covid-19-sang-9-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/CVSILO7rlR
882,"Singapore : Lao động nhập cư, nạn nhân chính của Covid-19  http://rfi.my/5phh.T  qua @RFI_Vi"
883,Covid-19 : Thủ tướng Boris Johnson thông báo Anh đã qua đỉnh dịch  http://rfi.my/5phe.T  qua @RFI_Vi
884,Rộ nạn xịt hơi cay cướp tài sản ở Sài Gòn trong dịch COVID-19  https://www.nguoi-viet.com/viet-nam/ro-nan-xit-hoi-cay-cuop-tai-san-o-sai-gon-trong-dich-covid-19/ …
885,1-5-2020(lớp 10 - mùa CoVid)  pic.twitter.com/zdNbmPnJDk
886,Du khách nườm nượp đổ về phố núi Đà Lạt sau đợt cao điểm phòng dịch COVID-19  https://tinhangngay.vn/du-khach-nuom-nuop-do-ve-pho-nui-da-lat-sau-dot-cao-diem-phong-dich-covid-19/ … pic.twitter.com/47tjE8FHtP
887,2 ca mắc Covid-19 liên quan đến quán bar Buddha dương tính trở lại  http://hoicodo.com/620652/2-ca-mac-covid-19-lien-quan-den-quan-bar-buddha-duong-tinh-tro-lai/ … pic.twitter.com/bm6Vhx3LlH
888,"Trở về nhà từ tâm dịch COVID-19, gia đình bật khóc vì hành động này của hàng xóm  https://tinhangngay.vn/tro-ve-nha-tu-tam-dich-covid-19-gia-dinh-bat-khoc-vi-hanh-dong-nay-cua-hang-xom/ … pic.twitter.com/nk1DixS0nK"
889,Thỉnh nguyện thư “Nạn nhân Virus Covid 19 Wuhan Toàn cầu” (Vietnamese).   https://vopvn.com/GC19W/?p=171 
890,COVID-19:Àwọn ènìyàn mẹ́rìnlènígba (204) míràn tún jẹyọ lórílẹ̀ èdè Nàíjíríà  https://www.von.gov.ng/yoruba/covid-19awon-eniyan-me%cc%a3rinlenigba-204-miran-tun-jeyo-lorile-ede-naijiria/ … via @VON YORUBA1
891,Việt Nam có 116 ca mắc COVID-19 | Anh xét nghiệm và điều trị miễn phí COVID-19 | VTV24  https://opentro.com/viet-nam-co-116-ca-mac-covid-19-anh-xet-nghiem-va-dieu-tri-mien-phi-covid-19-vtv24/ … pic.twitter.com/3SSKz8PsFd
892,"Các trường học tạm đóng cửa do dịch Covid 19, Thiên Long Group (TLG) lần đầu báo lỗ kể từ khi niêm yết  https://goodstock.vn/cac-truong-hoc-tam-dong-cua-do-dich-covid-19-thien-long-group-tlg-lan-dau-bao-lo-ke-tu-khi-niem-yet/ … pic.twitter.com/XBSClTUyA5"
893,#von.gov.ng.COVID-19:Àwọn ènìyàn mẹ́rìnlènígba (204) míràn tún jẹyọ lórílẹ̀ èdè Nàíjíríà. http://www.von.gov.ng/yoruba/covid-19awon-eniyan-me%cc%a3rinlenigba-204-miran-tun-jeyo-lorile-ede-naijiria/ … pic.twitter.com/12wnMk8R5n
894,"Cập nhật 14h ngày 25/4: Ca nhiễm Covid-19 ở Thái Lan tăng trở lại, Ấn Độ bất ngờ nới lỏng, ngành hàng không tìm cách thích nghi  https://tinhangngay.vn/cap-nhat-14h-ngay-25-4-ca-nhiem-covid-19-o-thai-lan-tang-tro-lai-an-do-bat-ngo-noi-long-nganh-hang-khong-tim-cach-thich-nghi/ … pic.twitter.com/L3tBMJeI7W"
895,Nhật định kéo dài tình trạng khẩn cấp do Covid-19  http://hoicodo.com/620643/nhat-dinh-keo-dai-tinh-trang-khan-cap-do-covid-19/ … pic.twitter.com/baBi5PtpHm
896,Hy Lạp - điểm sáng hiếm giữa Covid-19 châu Âu - VnExpress  https://vnexpress.net/hy-lap-diem-sang-hiem-giua-covid-19-chau-au-4091725.html … qua @GoogleNews
897,"Dịch COVID-19 chiều 1-5: Việt Nam 0 ca mới, Trung Quốc rời nhóm 10 nước có số ca nhiễm cao nhất - Tuổi Trẻ Online  https://tuoitre.vn/dich-covid-19-chieu-1-5-viet-nam-0-ca-moi-trung-quoc-roi-nhom-10-nuoc-co-so-ca-nhiem-cao-nhat-20200501131602777.htm … qua @GoogleNews"
898,"नही भूलेंगे, रोज देखते हे #Ramayan

धन्यवाद @PrakashJavdekar 🙏🙏
@narendramodi 🙏🙏

Thank you #India for making Ramayana popular in the world..🙏🙏
#IndiaFightsCoronavirus #maharashtraday #Covid_19 #UttarRamayan"
899,Đổ 1 tấn phân gà vào công viên để ngăn dân tụ tập mùa COVID-19  https://ngon24h.wordpress.com/2020/05/01/do-1-tan-phan-ga-vao-cong-vien-de-ngan-dan-tu-tap-mua-covid-19/ … pic.twitter.com/ZuN5CZ0tR4
900,Lợi nhuận của Amazon bị sụt giảm nặng nề do COVID-19  https://ngon24h.wordpress.com/2020/05/01/loi-nhuan-cua-amazon-bi-sut-giam-nang-ne-do-covid-19/ … pic.twitter.com/PJKodWubWq
901,Thẻ thông hành miễn dịch Covid-19: “Passport đặc biệt” mùa dịch bệnh  https://hellobacsi.com/coronavirus/covid19/the-thong-hanh-mien-dich-covid-19/?utm_source=rss&utm_medium=rss&utm_campaign=rss …
902,"Nga ghi nhận 7.933 ca mắc COVID-19 mới trong 24 giờ qua
Ngày 1/5, Nga báo cáo có 7.933 trường hợp mới được xác nhận dương tính với COVID-19 trong 24 giờ qua, con số kỷ lục mới được ghi nhận trong ngày, nâng tổng số ca nhiễm ở Nga lên 114.431  pic.twitter.com/3zTr0lDGWd"
903,Covid-19 có thể kéo dài hai năm  https://www.nguoi-viet.com/nvtv-tin-tuc/nvtv-diem-tin-buoi-sang/covid-19-co-the-keo-dai-hai-nam/ …
904,Gần 900 nhân viên xưởng thịt Tyson Foods ở Indiana dương tính với COVID-19  https://www.nguoi-viet.com/hoa-ky/gan-900-nhan-vien-xuong-thit-tyson-foods-o-indiana-duong-tinh-voi-covid-19/ …
905,"Tin tức 26/03: Số người chết COVID-19 ở Ý và Tây Ban Nha cao hơn Trung Quốc, Việt Nam có 148 ca bệnh  https://opentro.com/tin-tuc-26-03-so-nguoi-chet-covid-19-o-y-va-tay-ban-nha-cao-hon-trung-quoc-viet-nam-co-148-ca-benh/ …"
906,Blog's Dương Lê Tường Vy: 7 SEO Quick Wins During COVID-19 via @Stevenvvessum  https://bit.ly/2WjakpQ 
