,content
789,"Hành lễ đông người giữa cao điểm dịch COVID-19 đi ngược lại chủ trương, gây nguy hiểm sức khỏe cộng đồng  http://hoicodo.com/610030/hanh-le-dong-nguoi-giua-cao-diem-dich-covid-19-di-nguoc-lai-chu-truong-gay-nguy-hiem-suc-khoe-cong-dong/ … pic.twitter.com/BIZTVXFUI3"
790,🔖 Đoàn công tác của thành phố kiểm tra Chốt kiểm soát dịch COVID-19 liên ngành tại quận Dương Kinh.  https://thanhphohaiphong.gov.vn/doan-cong-tac-cua-thanh-pho-kiem-tra-chot-kiem-soat-dich-covid-19-lien-nganh-tai-quan-duong-kinh.html … pic.twitter.com/JRYQmyY4WS
791,"10 ĐIỀU ĐƠN GIẢN CẦN LÀM ĐỂ KHÔNG BỊ MẮC COVID-19 THEO BỘ Y TẾ

1- Không đi ra ngoài khi không thật sự cần thiết. Không tập trung quá 2 người tại nơi công cộng. 
2- Luôn đeo khẩu trang khi đi ra ngoài kể cả khi làm việc; luôn đứng cách xa người khác 2 mét."
792,"QUẢNG BÌNH: Đoàn kết, chung sức cùng các cơ sở tôn giáo chiến thắng đại dịch Covid-19  http://dlvr.it/RTCsBW  pic.twitter.com/Gt6RWghVMG"
793,Tp.HCM hỗ trợ người bán vé số 750.000 đồng cho 15 ngày mất việc vì Covid-19  https://goodstock.vn/tp-hcm-ho-tro-nguoi-ban-ve-so-750-000-dong-cho-15-ngay-mat-viec-vi-covid-19/ … pic.twitter.com/XkoseO9zmU
794,Tổng thống Brazil tổ chức ngày toàn quốc ăn chay và cầu nguyện chống Covid-19:  https://nguoiphattu.com/am-thuc/tin-tuc-am-thuc-chay/13388-tong-thong-brazil-to-chuc-ngay-toan-quoc-an-chay-va-cau-nguyen-chong-covid-19.html#.Xon5noWVczY.twitter …
795,"Thái tử Charles: Từ người cha lạnh lùng, người thừa kế kín tiếng đã khiến công chúng phải có cái nhìn khác sau khi ông chiến đấu thành công với Covid-19  https://ngon24h.wordpress.com/2020/04/05/thai-tu-charles-tu-nguoi-cha-lanh-lung-nguoi-thua-ke-kin-tieng-da-khien-cong-chung-phai-co-cai-nhin-khac-sau-khi-ong-chien-dau-thanh-cong-voi-covid-19/ … pic.twitter.com/u33FR9Thga"
796,"Biko ọ bụrụ na change fo itinyetulum. This covid 19 emego transport arịa too much, nke ka njọ bụ na akwubeghi mmadụ salary. Esim Awka eje olu na Onitsha kwa ụbọchị, ya bụ ife adiro easy"
797,LÊ VĂN THƯA: Sớm tìm lời giải về Covid 19 để cứu người  https://levanthua.blogspot.com/2020/04/som-tim-loi-giai-covid-19-e-cuu-nguoi.html?spref=tw …
798,"Bệnh nhân Covid-19 thứ 57 khỏi bệnh, tặng hoa và cúi đầu cám ơn bác sĩ bằng tiếng Việt  https://goodstock.vn/benh-nhan-covid-19-thu-57-khoi-benh-tang-hoa-va-cui-dau-cam-on-bac-si-bang-tieng-viet/ … pic.twitter.com/ezNMcOW7fD"
799,Dự án quyên tiền chống Covid-19 của du học sinh Việt  https://tinviet360.com/index.php/2020/04/05/du-an-quyen-tien-chong-covid-19-cua-du-hoc-sinh-viet/ … pic.twitter.com/KxunYErJKF
800,COVID-19: Trung Quốc tái phong tỏa một huyện hơn 600.000 dân  https://thongtinhanquoc.com/covid-19-trung-quoc-tai-phong-toa-thanh-pho-hon-600000-dan/ … pic.twitter.com/c0LUR3fPYy
801,Xô Covid-19  pic.twitter.com/ufbJNKLnoH
802,"Chợ online ở chung cư nhộn nhịp trong mùa dịch Covid-19
#cho #chungcư https://www.bdscuatui.com/cho-online-o-chung-cu-nhon-nhip-trong-mua-dich-covid-19-31930/?feed_id=17582&_unique_id=5e89f2ad8100c …"
803,"Mùa dịch bổ sung C là tốt nhất 
#dungyenkhitoquoccan #covid #Duongthanhkhoa #suckhoe #vitaminc  https://www.instagram.com/p/B-mnWRxgKQv/?igshid=1bjena77jpid9 …"
804,"Hoa anh đào đã nở rộ nhưng em thì vẫn chưa đến trường vì dịch Covid 19 Namjoon à 

ARMY MAKE IT RIGHT @BTS_twt"
805,Phần mềm độc hại Covid-19 này có thể đánh cắp dữ liệu và xóa toàn bộ ổ cứng của bạn  https://tinviet360.com/index.php/2020/04/05/phan-mem-doc-hai-covid-19-nay-co-the-danh-cap-du-lieu-va-xoa-toan-bo-o-cung-cua-ban/ … pic.twitter.com/POUQN5EmBI
806,"Ôtô, dệt may, đồ gỗ điêu đứng với Covid-19  https://tinviet360.com/index.php/2020/04/05/oto-det-may-do-go-dieu-dung-voi-covid-19/ … pic.twitter.com/h9CZyu50lE"
807,COVID ơi là COVID 🥺  pic.twitter.com/MDBk1TXJPc
808,"Tổng kết 2 ngày Trẫm đi giữ Vịt:
1 vạn lính triều đình giờ còn hơn chục con, 
Thời buổi covid trả lương bằng khẩu trang mới chịu...🤣  pic.twitter.com/srjViP5twk"
809,"And in Vietnamese here: Đối với những người nói tiếng Bồ Đào Nha, những người muốn tìm hiểu thêm về công việc của tôi và lời giải thích của tôi về lý do tại sao nhiều người đàn ông chết vì COVID-19.

  https://thanhnien.vn/the-gioi/nam-gioi-my-chet-vi-covid-19-nhieu-hon-phu-nu-1206595.html …"
810,Hải Phòng thực hiện tốt việc cách ly xã hội để ngăn chặn dịch COVID-19: Mọi hoạt động sản xuất – kinh doanh vẫn diễn ra bình thường  https://www.thuviengiadinh.com/trang-hai-phong/hai-phong-thuc-hien-tot-viec-cach-ly-xa-hoi-de-ngan-chan-dich-covid-19-moi-hoat-dong-san-xuat-kinh-doanh-van-dien-ra-binh-thuong … via @Kiến thức gia đình
811,Cách ly gần 90 nhân viên y tế 3 bệnh viện vì tiếp xúc 1 bệnh nhân COVID-19  https://tinviet360.com/index.php/2020/04/05/cach-ly-gan-90-nhan-vien-y-te-3-benh-vien-vi-tiep-xuc-1-benh-nhan-covid-19/ … pic.twitter.com/o3Wp5Wu722
812,"#CONSEONHA - lời cam kết sắt son của những người con yêu nước với Tổ quốc trong cuộc chiến chống dịch Covid-19.
#방탄소년단뷔 #뷔 #김태형 #BTSV #V #TAEHYUNG @BTS_twt"
813,Lòng vòng quanh phố cổ thời còn chưa có dịch Covid-19 😜 @ Hanoi  https://www.instagram.com/p/B-mk_pInytcgRQZmI5eBuMSTDADc9ZcnY80BVk0/?igshid=13fzgojwofvr9 …
814,"Đất Bình Dương đầy dịch và gió
Trai 67 chịu thương chịu khó 
#covid_19  https://www.instagram.com/p/B-mk072FJsx/?igshid=1msn7j870a9ip …"
815,"Từ nay đến 30/4, mỗi bức ảnh/video có dòng chữ ""con sẽ ở nhà"" mà bạn đăng tải lên facebook/instagram sẽ được Ban tổ chức chương trình CON SẼ Ở NHÀ ủng hộ 10.000 đồng vào Quỹ phòng, chống dịch Covid-19. Số tiền ủng hộ lên đến 10 tỷ đồng.
#방탄소년단뷔"
816,"❤️ 🇻🇳 23 bệnh nhân mắc COVID-19 có kết quả âm tính từ 2 lần trở lên.
💠 Trong số 150 người bệnh mắc COVID-19 đang được điều trị, số ca âm tính với SARS-CoV-2 từ 1 lần trở lên là 52 ca, trong đó âm tính từ 2 lần trở lên tăng là 23 ca.  https://thanhphohaiphong.gov.vn/23-benh-nhan-mac-covid-19-co-ket-qua-am-tinh-tu-2-lan-tro-len.html … pic.twitter.com/3yNAsrv5YF"
817,Cách phòng dịch Virus CORONA (Covid - 19) - Đèn tiệt trùng không khí bằn...  https://youtu.be/o5fodZ7_CQQ  via @YouTube
818,@realDonaldTrump Cố lên tổng thống ạ. Tôi tin ông và nước Mỹ chiến thắng Covid-19
819,Đây là tình trạng sau bao nhiêu tháng tiệm cắt tóc tránh covid 555555  https://twitter.com/_RuangKhao_/status/1246795141064450048 …
820,Các công ty dược Việt Nam đặt kế hoạch kinh doanh ra sao trước ảnh hưởng của Covid-19?  https://goodstock.vn/cac-cong-ty-duoc-viet-nam-dat-ke-hoach-kinh-doanh-ra-sao-truoc-anh-huong-cua-covid-19/ … pic.twitter.com/Dr82unOQV1
821,600 lời cảm ơn cùng suất ăn đặc biệt gửi bác sĩ chống dịch Covid-19  https://tinviet360.com/index.php/2020/04/05/600-loi-cam-on-cung-suat-an-dac-biet-gui-bac-si-chong-dich-covid-19/ … pic.twitter.com/6pyjjbbobW
822,Thêm một trường hợp dương tính với Covid-19 tại Bạc Liêu  http://hoicodo.com/610009/them-mot-truong-hop-duong-tinh-voi-covid-19-tai-bac-lieu/ … pic.twitter.com/QJUlOP1cLy
823,cách bổ sung năng lượng chống covid-19  http://vegiare.net.vn/tin-tuc/cach-bo-sung-nang-luong-chong-covid19.html#.Xonn2tG8pzY.twitter …
824,"Covid-19: Đơn giản, bốn mùa sông vẫn chảy  https://baoquocte.vn/covid-19-don-gian-bon-mua-song-van-chay-113007.html …"
825,Mức phạt 13 hành vi vi phạm quy định phòng chống COVID-19 - Tin nhanh VN...  https://youtu.be/2jPgvZXt7LY  via @YouTube
826,"Cập nhật 7h ngày 5/4: Tổng thống Trump cảnh báo ""tuần cam go nhất"" của nước Mỹ sắp đến, Italy ghi nhận số ca Covid-19 điều trị tích cực giảm  https://baoquocte.vn/cap-nhat-7h-ngay-54-tong-thong-trump-canh-bao-tuan-cam-go-nhat-cua-nuoc-my-sap-den-italy-ghi-nhan-so-ca-covid-19-dieu-tri-tich-cuc-giam-112967.html …"
827,Nga: Moscow nằm trong nhóm lây nhiễm virus Covid-19 cao nhất  https://baoquocte.vn/nga-moscow-nam-trong-nhom-lay-nhiem-virus-covid-19-cao-nhat-113013.html …
828,"Cầu chúc cho nhân dân, chính phủ Việt Nam chiến thắng và nhanh chóng vượt qua đại dịch Covid!
 https://youtu.be/gElKSvXSpHI "
829,"Dịch Covid-19 ở châu Á: Hàn Quốc liên tục ghi nhận số ca nhiễm mới dưới 100, Singapore có ngày nhiễm kỷ lục  https://baoquocte.vn/dich-covid-19-o-chau-a-han-quoc-lien-tuc-ghi-nhan-so-ca-nhiem-moi-duoi-100-singapore-co-ngay-nhiem-ky-luc-112977.html …"
830,trong khi cả thế giới bận tâm về covid thì tàu quốc lại tiếp tục hl ở biển đông :) đ muốn nghĩ kiểu thuyết âm mưu đâu nhưng mà... :)
831,430.000 người từ Trung Quốc nhập cảnh Mỹ khi dịch Covid-19 bùng phát  https://m.thanhnien.vn/the-gioi/430000-nguoi-tu-trung-quoc-nhap-canh-my-khi-dich-covid-19-bung-phat-1206594.html …
832,Đà Nẵng: Chốt kiểm soát Covid-19 bắt đôi trai gái vượt đèo Hải Vân ‘đập đá’ | Thời sự  https://trungcln.com/da-nang-chot-kiem-soat-covid-19-bat-doi-trai-gai-vuot-deo-hai-van-dap-da-thoi-su/ … pic.twitter.com/dPGAjSI4HZ
833,Startup xoay chuyển nghịch cảnh ra sao trong Covid-19  https://trungcln.com/startup-xoay-chuyen-nghich-canh-ra-sao-trong-covid-19/ … pic.twitter.com/EctIV8l7Fh
834,"❤️ 🇻🇳 Thống nhất các nhóm đối tượng nhận trợ cấp do ảnh hưởng của dịch COVID-19.
💠 Chiều 5/4, tại Trụ sở Chính phủ, Thủ tướng Nguyễn Xuân Phúc chủ trì cuộc họp của Thường trực Chính phủ, thảo luận về gói hỗ…  https://thanhphohaiphong.gov.vn/thong-nhat-cac-nhom-doi-tuo%cc%a3ng-nhan-tro-cap-do-anh-huong-cua-dich-covid-19.html … pic.twitter.com/i6M3j9Hhyg"
835,"Ở nhà mùa covid
Chỉ ăn- ngủ - ăn - 
Mấy mà lăn 
Mấy mà thành lợn tại Phương Trạch, Vĩnh Ngọc, Đông Anh, Hà Nội, Việt Nam  https://www.instagram.com/p/B-meuksJ3G77-BZX0ev8n63OHQxP4Dal7V3-fg0/?igshid=1c57j2o0dagcm …"
836,Chuyên cung cấp sỉ số lượng Đồ Phòng Dịch-Covid 19.Alo 0908201785  pic.twitter.com/YQosLe7Dr6
837,"Covid này kinh tế suy thoái.
Thế mà
Phụ nữ thích đàn ông có tài nhất là tài sản.
Vậy biết làm sao.
#vintage #snapseed
#village #rain #covid  https://www.instagram.com/p/B-md41WhoTm/?igshid=y0k64jy6wrui …"
838,"Góc ủng hộ 🌍🌍🌍
Hi vọng các bạn sẽ cùng Thỏ đóng góp một phần sức lực giúp đất nước đẩy lùi dịch Covid-19 nhé!❤️❤️❤️
Thỏ xin cảm ơn tất cả mọi người! 🥰  pic.twitter.com/QoMQu1vwRk"
839,Trung Quốc tưởng niệm các nạn nhân Covid-19  http://rfi.my/5h5L.T  qua @RFI_Vi
840,"Đừng đùa với cách chống dịch Covid-19 của người dân tộc H'Mông nhé!!!!!
 https://youtu.be/yUkAE6FYj0c "
841,KẾT NỐI THÀNH CÔNG: Covid-19 làm khổ dân Ấn Độ: ‘Đang sống đàng hoàng ...  http://www.ketnoithanhcong.com/2020/04/covid-19-lam-kho-dan-an-do.html?spref=tw …
842,Món quà #Covid không ai muốn nhận từ #China năm nay làm ảnh hưởng mạnh đến tình hình kinh tế của nhiều quốc gia trên thế giới và Việt Nam cũng không ngoại lệ. Chính vì vậy nên để đồng hành…  https://www.instagram.com/p/B-mdO_Dp9f2QoFx9Ir1MGmeeHTKu5LHN5252ag0/?igshid=gy7uj7wshhyr …
843,"Tui vừa xem xong nè, nãy mẹ tui mở trên ytb để xem tin covid á đang ăn cơm nghe thấy giai điệu quen thuộc ngó vào xem rồi hét lên như con điên =))
@BTS_twt"
844,430.000 người từ Trung Quốc nhập cảnh Mỹ khi dịch Covid-19 bùng phát  http://thanhnientudo.com/2020/04/05/430-000-nguoi-tu-trung-quoc-nhap-canh-my-khi-dich-covid-19-bung-phat/ … pic.twitter.com/ZtVNQ0n1PY
845,"Khi “anh lớn” tự tìm qua Linkedin, đến Việt Nam du lịch và quyết định rót vốn trong bối cảnh Covid-19  https://goodstock.vn/khi-anh-lon-tu-tim-qua-linkedin-den-viet-nam-du-lich-va-quyet-dinh-rot-von-trong-boi-canh-covid-19/ … pic.twitter.com/Uw7zHHjHDA"
846,"Sáng 5-4, Việt Nam không có ca COVID-19 mới, 90 bệnh nhân đã khỏi
  https://tuoitre.vn/sang-5-4-viet-nam-khong-co-ca-covid-19-moi-90-benh-nhan-da-khoi-2020040506475764.htm …"
847,🔖 Thế giới lần đầu ghi nhận hơn 100.000 ca mắc COVID-19 trong một ngày.  https://thanhphohaiphong.gov.vn/the-gioi-lan-dau-ghi-nhan-hon-100-000-ca-mac-covid-19-trong-mot-ngay.html … pic.twitter.com/KZ9t9cyzhA
848,Thủ tướng: Phải hỗ trợ người dân gặp khó khăn do đại dịch Covid-19  https://tinquangbinh.com/2020/04/976191/thu-tuong-phai-ho-tro-nguoi-dan-gap-kho-khan-do-dai-dich-covid-19/ … pic.twitter.com/SkIrAzqXeN
849,Thủ tướng yêu cầu làm nhanh gói hỗ trợ người dân do dịch Covid-19  https://gamemobilemoi.wordpress.com/2020/04/05/thu-tuong-yeu-cau-lam-nhanh-goi-ho-tro-nguoi-dan-do-dich-covid-19/ … pic.twitter.com/QfPMM2iPZa
850,Giải cứu hàu thời covid  https://www.instagram.com/p/B-maPihjr-_/?igshid=csgsm5ovj4sq …
851,Trường cao đẳng nghề sản xuất máy rửa tay sát khuẩn tự động phòng Covid-19  https://bestskills.vn/truong-cao-dang-nghe-san-xuat-may-rua-tay-sat-khuan-tu-dong-phong-covid-19/ …
852,Học sinh lập trang thông tin dịch Covid-19 cho người nước ngoài ở Việt Nam  https://bestskills.vn/hoc-sinh-lap-trang-thong-tin-dich-covid-19-cho-nguoi-nuoc-ngoai-o-viet-nam/ …
853,"Bản Tin COVID -19 Mới Nhất Tối 05.04 | Thêm 1 Ca Nhiễm COVID-19 Mới, Tổn...  https://youtu.be/D6vj-27Jq2o  via @YouTube"
854,Đợi hết dịch covid rồi chúng ta gặp nhau nhé Anh🥰🥰🥰🥰🥰
855,Tin vui về vaccine Covid-19  http://hoicodo.com/609998/tin-vui-ve-vaccine-covid-19/ … pic.twitter.com/8hiohn71xc
856,Xét nghiệm nước thải để cảnh báo nguy cơ COVID-19 quay trở lại  https://tinviet360.com/index.php/2020/04/05/xet-nghiem-nuoc-thai-de-canh-bao-nguy-co-covid-19-quay-tro-lai/ … pic.twitter.com/Z0QKaG1Tqp
857,"ĐH FPT hỗ trợ 20% học phí sinh viên cho kỳ học Summer
Đây được xem là 1 trong những hỗ trợ thiết thực đối với các sinh viên trong khi dịch bệnh Covid-19 vẫn đang diễn biến phức tạp.
#fpt_university_hcm #hotrosinhvien #hocphi pic.twitter.com/TLCTbtd9LQ"
858,Tình báo Mossad – Vũ khí bí mật của Israel trong cuộc chiến chống COVID-19  http://hoicodo.com/609996/tinh-bao-mossad-vu-khi-bi-mat-cua-israel-trong-cuoc-chien-chong-covid-19/ … pic.twitter.com/QjWcFflSOc
859,Covid-19 giáng đòn chí mạng xuống người nghèo Mỹ  http://hoicodo.com/609969/covid-19-giang-don-chi-mang-xuong-nguoi-ngheo-my/ … pic.twitter.com/TpyGzvOu0d
860,"❤️ 🇻🇳 Hải Phòng: Đã có kết quả âm tính của 8 trường hợp nghi ngờ mắc COVID-19.
💠 Theo báo cáo của Sở Y tế Hải Phòng, ngày 5/4, thành phố nhận thêm kết quả âm tính với vi rút SARS-Cov-2 của 8 trường hợp; thêm 7 trường hợp nghi ngờ…  https://thanhphohaiphong.gov.vn/hai-phong-da-co-ket-qua-am-tinh-cua-8-truong-hop-nghi-ngo-mac-covid-19.html … pic.twitter.com/chBhqUcOBm"
861,Chống đại dịch Covid 19: hơn nhau ở cái “ý thức”  http://hoicodo.com/609930/chong-dai-dich-covid-19-hon-nhau-o-cai-y-thuc/ … pic.twitter.com/BicheyQc0v
862,TỔNG TIN COVID  http://hoicodo.com/609922/tong-tin-covid/ … pic.twitter.com/gEhKlv35mJ
863,"Thủ tướng: Không để người dân nào đói cơm, lạt muối vì COVID-19  https://tinquangbinh.com/2020/04/976187/thu-tuong-khong-de-nguoi-dan-nao-doi-com-lat-muoi-vi-covid-19/ … pic.twitter.com/n6PdWp5gCi"
864,Chuyến bay giữa mùa dịch COVID-19 đáng nhớ nhất: Trải nghiệm về sân bay vắng vẻ như “thị trấn ma” và những biện pháp phòng ngừa tăng cường  https://ngon24h.wordpress.com/2020/04/05/chuyen-bay-giua-mua-dich-covid-19-dang-nho-nhat-trai-nghiem-ve-san-bay-vang-ve-nhu-thi-tran-ma-va-nhung-bien-phap-phong-ngua-tang-cuong/ … pic.twitter.com/G4ExfuXNl8
865,"Thêm 1 ca mắc Covid-19 khỏi bệnh, 18 bệnh nhân có kết quả xét nghiệm âm tính từ 2 lần trở lên  https://ngon24h.wordpress.com/2020/04/05/them-1-ca-mac-covid-19-khoi-benh-18-benh-nhan-co-ket-qua-xet-nghiem-am-tinh-tu-2-lan-tro-len/ … pic.twitter.com/AboIXbOd1L"
866,"Nhân viên girlgroup Kpop dương tính với Covid-19, kéo theo sao nữ và loạt nhân viên xét nghiệm khẩn vì chung phòng chờ  https://ngon24h.wordpress.com/2020/04/05/nhan-vien-girlgroup-kpop-duong-tinh-voi-covid-19-keo-theo-sao-nu-va-loat-nhan-vien-xet-nghiem-khan-vi-chung-phong-cho/ … pic.twitter.com/H7bi2hJIkV"
867,"Tin tức tổng hợp Corona 5/4: Toàn cầu có trên 1,2 triệu ca nhiễm Covid-1...  https://youtu.be/pSFoGZwAJ3g  qua @YouTube"
868,"Thêm 1 ca mắc COVID-19, Việt Nam có 241 ca nhiễm  https://goodstock.vn/them-1-ca-mac-covid-19-viet-nam-co-241-ca-nhiem/ … pic.twitter.com/kcMV2Wioh7"
869,Hãy cùng trò chuyện với mình nhé > Covid phá nát game #BIGOLIVE  http://www.bigo.tv/sid/2102997020_1586089725_aihchhgecb_1246772780?c=3&p=1&t=0&b=14165759 … pic.twitter.com/xUVlkzxW8M
870,Đây là tui và con Há nà (K-ATM) nói về bệnh lười (căn bệnh kinh khủng hơn COVID-19  pic.twitter.com/XBWq5tKu4A
871,"❤️ 🇻🇳 Thông tin phòng chống dịch COVID-19 đến 19 giờ ngày 5/4/2020.
💠 Theo báo cáo của Sở Y tế, tính đến 19 giờ ngày 5/4/2020, Hải Phòng không có ca mắc, không có ca tử vong, có 367/374 trường hợp nghi ngờ mắc dịch COVID-19 có kết…  https://thanhphohaiphong.gov.vn/thong-tin-phong-chong-dich-covid-19-den-19-gio-ngay-5-4-2020.html … pic.twitter.com/tYq1H3a2xM"
872,"COVID-19, bệnh viêm đường hô hấp cấp do chủng mới của virus corona được phát hiện lần đầu tiên tại thành phố Vũ Hán, tỉnh Hồ Bắc, Trung Quốc vào tháng 12/2019. Đến nay, 207 quốc gia/vùng lãnh thổ trên toàn cầu ghi nhận trường hợp mắc.
#Covid19 pic.twitter.com/Re2AnJAkg3"
873,Hiệp hội doanh nhân Cựu chiến binh Việt Nam ủng hộ 5 tỉ chống dịch COVID-19  http://dlvr.it/RTCQt8  pic.twitter.com/eHQfM798Ig
874,"Cập nhật 7h ngày 5/4: Tổng thống Trump cảnh báo 'tuần cam go nhất' của nước Mỹ sắp đến, Italy ghi nhận số ca Covid-19 điều trị tích cực giảm  http://dlvr.it/RTCQsn  pic.twitter.com/0EDOyR0zTx"
875,Thông tin mới nhất về bệnh nhân siêu lây nhiễm COVID-19 tại Việt Nam  http://dlvr.it/RTCQrC  pic.twitter.com/LZp7wnXaOT
876,Phát hiện 2 nhóm virus gây Covid-19 khác nhau ở Việt Nam | Bản tin virus...  https://youtu.be/LXY6DZ-sZx0  via @YouTube
877,Sự lây lan khủng khiếp của Covid 19 mọi người xem và chia sẻ  https://youtu.be/s9FCnVOZNS4  qua @YouTube
878,wow.........!!!!Dịch Covid-19 ở Việt Nam: Rắc rối chuyện « cách ly xã hội »  http://rfi.my/5h6c.T  qua @RFI_Vi
879,"Đại lộ Hòa Bình Cần Thơ cách ly mùa dịch covid-19
 https://bit.ly/2UMLnUB  pic.twitter.com/lzhFl2kYil"
880,"Chú Tư ơi hớt dịch covid sang Dịt Lôm chơi ún cà phê trứng, ăn phở bánh mì rồi tùm lum món ngon nữa nghennn  https://twitter.com/shfly3424/status/1246760523242168320 …"
881,7 hành vi ở Hà Nội bị xử lý hình sự trong phòng chống dịch Covid-19  https://tinviet360.com/index.php/2020/04/05/7-hanh-vi-o-ha-noi-bi-xu-ly-hinh-su-trong-phong-chong-dich-covid-19/ … pic.twitter.com/W8l2Qfgqn0
882,"X1 REBOOT và Covid biến mất
#Unstoppable_OneIts
Là 2 niềm vui lớn trong năm nay
#Agencies_OneitsAreHere
Nào hãy làm cho nó thành hiện thực đi
@x1official101 
Đừng chần chừ nữaaa"
883,Online ngày nghỉ covid tại Địa Chỉ Sửa Tivi Uy Tín Tại Hà Nội  https://www.instagram.com/p/B-mUYjdhfOB/?igshid=vvq6zgf5fckx …
884,Phòng chống Covid-19 (Virus Corona) & bệnh tật bằng cách làm tỏi đen ăn ...  https://youtu.be/r4Oxjr1q_Bg  via @YouTube
885,"wow...!!
Covid-19 : Chút ánh sáng cho Ý - Tây Ban Nha, số ca nặng và tử vong giảm đều  http://rfi.my/5hL8.T  qua @RFI_Vi"
886,Thêm 1 bệnh nhân Covid-19 là ca xâm nhập  https://goodstock.vn/them-1-benh-nhan-covid-19-la-ca-xam-nhap/ … pic.twitter.com/J7chL2zC6K
887,LÝ THUYẾT CON GIÁN – Nên Làm gì thời Covid-19  http://tranghuynhblog.com/ly-thuyet-con-gian-nen-lam-gi-thoi-covid-19.html …
888,Covid tuổi gì :)))))  pic.twitter.com/Ayqldp0yS7
889,"Cập nhật 19h00 ngày 5/4: Số ca nhiễm Covid-19 mới ở Đức giảm ngày thứ ba liên tiếp, số ca nhiễm ở Iran lên đến gần 60 nghìn người  https://baoquocte.vn/cap-nhat-19h00-ngay-54-so-ca-nhiem-covid-19-moi-o-duc-giam-ngay-thu-ba-lien-tiep-so-ca-nhiem-o-iran-len-den-gan-60-nghin-nguoi-113021.html …"
890,Covid-19: Xuất khẩu rau quả sang Trung Quốc lao dốc  https://bit.ly/2JEhy27 
891,Covid-19: Trump cảnh báo nhiều người chết tại Mỹ  https://bit.ly/2JE78zh 
892,Chống đại dịch Covid 19: hơn nhau ở cái “ý thức”  http://vietnamthoiluan.com/2020/04/chong-dai-dich-covid-19-hon-nhau-o-cai-y-thuc/ … pic.twitter.com/ED9cujkoo5
893,"Vũ điệu Việt Nam ơi, đánh bay Covid của tuổi trẻ Sư đoàn 325, Quân đoàn 2  https://youtu.be/5K4XoOtjJU8  via @YouTube"
894,Covid-19: Tổng thư ký LHQ ca ngợi nỗ lực ngừng bắn để chống Covid-19  https://bit.ly/3dUJMn4 
895,"Mọi người ở nhà đều phòng chống dịch Covid-19 Nếu mọi người không có việc gì làm thì hãy giống như bạn Baby Tae này 
#stayhomechallenge
#StayStrong_ARMY pic.twitter.com/qfGMgVbFUH"
896,Covid-19: Mỹ bác cáo buộc 'cướp' khẩu trang của Đức  https://bit.ly/2yArBmt 
897,Tụ tập sử dụng ma tuý trong mùa dịch COVID-19  http://hoicodo.com/609953/tu-tap-su-dung-ma-tuy-trong-mua-dich-covid-19/ … pic.twitter.com/ru736SnGds
898,Covid-19: Thụy Điển có thể phải từ bỏ 'miễn dịch cộng đồng'  https://bit.ly/3aJ9PM5 
899,"Virus gây dịch Covid-19 tại Việt Nam đã tiến hóa, có sự khác biệt rõ rệt  http://hoicodo.com/609950/virus-gay-dich-covid-19-tai-viet-nam-da-tien-hoa-co-su-khac-biet-ro-ret/ … pic.twitter.com/vhrok8j53o"
900,Covid-19: Người chết tăng mạnh gây nghi ngờ về báo cáo của Indonesia  https://bit.ly/2x7fTiC 
901,Chống covid  pic.twitter.com/rJt0YB1R6D
902,"Covid-19 : Chút ánh sáng cho Ý - Tây Ban Nha, số ca nặng và tử vong giảm đều  https://rfi.my/5hLA.t  pic.twitter.com/1ohzGh6uh8"
903,"Người Nhật coi nhẹ Covid-19, không tuân thủ khuyến cáo phòng dịch  https://rfi.my/5hL9.t  pic.twitter.com/mWB7LYEl3S"
904,Những người khỏi Covid-19 kể lại phút sinh tử - VnExpress Đời sống  https://bit.ly/3494GdI 
905,Bộ Y tế công bố ca bệnh mắc Covid-19 số 241 là du học sinh trở về từ Anh  https://ngon24h.wordpress.com/2020/04/05/bo-y-te-cong-bo-ca-benh-mac-covid-19-so-241-la-du-hoc-sinh-tro-ve-tu-anh/ … pic.twitter.com/OsvPsbDicU
906,Thanh niên trộm chó giữa mùa dịch covid -19 và cái kết  https://youtu.be/-eglcZqwl4Y  via @YouTube
907,Sản phụ người Việt nhiễm COVID-19 tại Hàn Quốc  https://thongtinhanquoc.com/san-phu-nguoi-viet-nhiem-covid-19-tai-han-quoc/ … pic.twitter.com/LEiMYQHFvr
908,Diễn biến Covid-19 - VnExpress Sức Khỏe  https://bit.ly/2vAyiUm 
909,"Thông tin chính thống về tình hình Covid-19 dành cho người nước ngoài tại Việt Nam:
Panpage:  https://www.facebook.com/updatedcovidinfo … 

Cám ơn việc làm rất thiết thực của các bạn."
910,TP.HCM có thêm 4 bệnh nhân Covid-19 xuất viện  https://tinviet360.com/index.php/2020/04/05/tp-hcm-co-them-4-benh-nhan-covid-19-xuat-vien/ … pic.twitter.com/0SfaT9mS6J
911,"Các thị trường tài chính, crypto ... đều giảm sốc do dịch bệnh covid-19. Điều này Có ảnh hưởng đến kế hoạch phát triển dự án của bạn không?"
912,"Thêm 1 ca mắc Covid-19 mới, Việt Nam có 241 người nhiễm virus corona - VTC News  https://vtc.vn/tin-tuc/them-1-ca-mac-covid-19-moi-viet-nam-co-241-nguoi-nhiem-virus-corona-ar538159.html …"
